Any Codi Municipi Edats Homes Dones Total
2017 80018 Abrera 81 26 27 53
2017 80018 Abrera 82 18 21 39
2017 80018 Abrera 83 17 21 38
2017 80018 Abrera 84 17 10 27
2017 80018 Abrera 85 13 24 37
2017 80018 Abrera 86 11 15 26
2017 80018 Abrera 87 8 21 29
2017 80018 Abrera 88 8 20 28
2017 80018 Abrera 89 3 10 13
2017 80018 Abrera 90 2 8 10
2017 80018 Abrera 91 2 1 3
2017 80018 Abrera 92 2 8 10
2017 80018 Abrera 93 3 8 11
2017 80018 Abrera 94 0 3 3
2017 80018 Abrera 95 1 1 2
2017 80018 Abrera 96 1 3 4
2017 80018 Abrera 97 0 0 0
2017 80018 Abrera 98 1 1 2
2017 80018 Abrera 99 1 1 2
2017 80018 Abrera 100 0 1 1
2017 80018 Abrera -1 6283 6080 12363
2017 250024 Àger 0 1 2 3
2017 250024 Àger 1 1 0 1
2017 250024 Àger 2 2 0 2
2017 250024 Àger 3 1 3 4
2017 250024 Àger 4 2 3 5
2017 250024 Àger 5 3 3 6
2017 250024 Àger 6 2 1 3
2017 250024 Àger 7 3 0 3
2017 250024 Àger 8 3 1 4
2017 250024 Àger 9 2 1 3
2017 250024 Àger 10 1 2 3
2017 250024 Àger 11 0 4 4
2017 250024 Àger 12 2 1 3
2017 250024 Àger 13 4 1 5
2017 250024 Àger 14 0 0 0
2017 250024 Àger 15 2 0 2
2017 250024 Àger 16 2 0 2
2017 250024 Àger 17 6 1 7
2017 250024 Àger 18 3 2 5
2017 250024 Àger 19 2 0 2
2017 250024 Àger 20 1 0 1
2017 250024 Àger 21 2 4 6
2017 250024 Àger 22 2 5 7
2017 250024 Àger 23 0 4 4
2017 250024 Àger 24 4 1 5
2017 250024 Àger 25 1 1 2
2017 250024 Àger 26 3 5 8
2017 250024 Àger 27 2 4 6
2017 250024 Àger 28 1 3 4
2017 250024 Àger 29 3 5 8
2017 250024 Àger 30 3 3 6
2017 250024 Àger 31 4 1 5
2017 250024 Àger 32 4 1 5
2017 250024 Àger 33 2 3 5
2017 250024 Àger 34 1 3 4
2017 250024 Àger 35 5 3 8
2017 250024 Àger 36 8 1 9
2017 250024 Àger 37 4 2 6
2017 250024 Àger 38 5 6 11
2017 250024 Àger 39 5 2 7
2017 250024 Àger 40 6 3 9
2017 250024 Àger 41 5 2 7
2017 250024 Àger 42 3 4 7
2017 250024 Àger 43 3 3 6
2017 250024 Àger 44 3 4 7
2017 250024 Àger 45 5 2 7
2017 250024 Àger 46 4 3 7
2017 250024 Àger 47 2 4 6
2017 250024 Àger 48 9 6 15
2017 250024 Àger 49 1 3 4
2017 250024 Àger 50 7 7 14
2017 250024 Àger 51 7 5 12
2017 250024 Àger 52 6 3 9
2017 250024 Àger 53 5 7 12
2017 250024 Àger 54 6 3 9
2017 250024 Àger 55 8 4 12
2017 250024 Àger 56 5 6 11
2017 250024 Àger 57 5 3 8
2017 250024 Àger 58 9 6 15
2017 250024 Àger 59 4 0 4
2017 250024 Àger 60 3 3 6
2017 250024 Àger 61 4 4 8
2017 250024 Àger 62 4 2 6
2017 250024 Àger 63 6 5 11
2017 250024 Àger 64 5 3 8
2017 250024 Àger 65 4 1 5
2017 250024 Àger 66 7 5 12
2017 250024 Àger 67 7 0 7
2017 250024 Àger 68 8 3 11
2017 250024 Àger 69 2 1 3
2017 250024 Àger 70 3 5 8
2017 250024 Àger 71 3 5 8
2017 250024 Àger 72 1 7 8
2017 250024 Àger 73 2 5 7
2017 250024 Àger 74 2 2 4
2017 250024 Àger 75 6 4 10
2017 250024 Àger 76 2 2 4
2017 250024 Àger 77 2 1 3
2017 250024 Àger 78 1 1 2
2017 250024 Àger 79 3 1 4
2017 250024 Àger 80 3 7 10
2017 250024 Àger 81 5 3 8
2017 250024 Àger 82 6 5 11
2017 250024 Àger 83 3 2 5
2017 250024 Àger 84 2 2 4
2017 250024 Àger 85 3 3 6
2017 250024 Àger 86 3 7 10
2017 250024 Àger 87 5 2 7
2017 250024 Àger 88 1 2 3
2017 250024 Àger 89 0 6 6
2017 250024 Àger 90 1 3 4
2017 250024 Àger 91 0 0 0
2017 250024 Àger 92 0 2 2
2017 250024 Àger 93 1 4 5
2017 250024 Àger 94 1 1 2
2017 250024 Àger 95 1 0 1
2017 250024 Àger 96 0 0 0
2017 250024 Àger 97 0 1 1
2017 250024 Àger 98 0 0 0
2017 250024 Àger 99 0 0 0
2017 250024 Àger 100 0 1 1
2017 250024 Àger -1 315 271 586
2017 250030 Agramunt 0 20 35 55
2017 250030 Agramunt 1 24 19 43
2017 250030 Agramunt 2 23 18 41
2017 250030 Agramunt 3 26 30 56
2017 250030 Agramunt 4 35 31 66
2017 250030 Agramunt 5 34 27 61
2017 250030 Agramunt 6 31 37 68
2017 250030 Agramunt 7 39 30 69
2017 250030 Agramunt 8 25 36 61
2017 250030 Agramunt 9 27 36 63
2017 250030 Agramunt 10 26 22 48
2017 250030 Agramunt 11 31 26 57
2017 250030 Agramunt 12 23 34 57
2017 250030 Agramunt 13 36 24 60
2017 250030 Agramunt 14 29 19 48
2017 250030 Agramunt 15 26 21 47
2017 250030 Agramunt 16 26 41 67
2017 250030 Agramunt 17 24 22 46
2017 250030 Agramunt 18 25 20 45
2017 250030 Agramunt 19 29 26 55
2017 250030 Agramunt 20 23 26 49
2017 250030 Agramunt 21 31 28 59
2017 250030 Agramunt 22 31 24 55
2017 250030 Agramunt 23 33 31 64
2017 250030 Agramunt 24 28 22 50
2017 250030 Agramunt 25 32 34 66
2017 250030 Agramunt 26 22 33 55
2017 250030 Agramunt 27 28 32 60
2017 250030 Agramunt 28 40 27 67
2017 250030 Agramunt 29 27 28 55
2017 250030 Agramunt 30 24 30 54
2017 250030 Agramunt 31 29 25 54
2017 250030 Agramunt 32 33 34 67
2017 250030 Agramunt 33 30 34 64
2017 250030 Agramunt 34 39 28 67
2017 250030 Agramunt 35 32 43 75
2017 250030 Agramunt 36 48 36 84
2017 250030 Agramunt 37 44 43 87
2017 250030 Agramunt 38 46 41 87
2017 250030 Agramunt 39 68 41 109
2017 250030 Agramunt 40 51 28 79
2017 250030 Agramunt 41 37 35 72
2017 250030 Agramunt 42 46 38 84
2017 250030 Agramunt 43 43 42 85
2017 250030 Agramunt 44 50 38 88
2017 250030 Agramunt 45 41 47 88
2017 250030 Agramunt 46 28 53 81
2017 250030 Agramunt 47 50 43 93
2017 250030 Agramunt 48 46 39 85
2017 250030 Agramunt 49 53 33 86
2017 250030 Agramunt 50 47 35 82
2017 250030 Agramunt 51 40 43 83
2017 250030 Agramunt 52 57 40 97
2017 250030 Agramunt 53 50 34 84
2017 250030 Agramunt 54 35 39 74
2017 250030 Agramunt 55 38 39 77
2017 250030 Agramunt 56 38 45 83
2017 250030 Agramunt 57 36 37 73
2017 250030 Agramunt 58 38 35 73
2017 250030 Agramunt 59 29 30 59
2017 250030 Agramunt 60 28 31 59
2017 250030 Agramunt 61 29 29 58
2017 250030 Agramunt 62 33 30 63
2017 250030 Agramunt 63 26 36 62
2017 250030 Agramunt 64 30 34 64
2017 250030 Agramunt 65 35 22 57
2017 250030 Agramunt 66 27 30 57
2017 250030 Agramunt 67 29 23 52
2017 250030 Agramunt 68 18 20 38
2017 250030 Agramunt 69 19 20 39
2017 250030 Agramunt 70 17 17 34
2017 250030 Agramunt 71 25 21 46
2017 250030 Agramunt 72 16 15 31
2017 250030 Agramunt 73 17 27 44
2017 250030 Agramunt 74 20 25 45
2017 250030 Agramunt 75 13 13 26
2017 250030 Agramunt 76 15 25 40
2017 250030 Agramunt 77 11 15 26
2017 250030 Agramunt 78 15 20 35
2017 250030 Agramunt 79 18 19 37
2017 250030 Agramunt 80 18 14 32
2017 250030 Agramunt 81 18 23 41
2017 250030 Agramunt 82 13 31 44
2017 250030 Agramunt 83 18 31 49
2017 250030 Agramunt 84 13 18 31
2017 250030 Agramunt 85 17 12 29
2017 250030 Agramunt 86 13 16 29
2017 250030 Agramunt 87 12 17 29
2017 250030 Agramunt 88 11 18 29
2017 250030 Agramunt 89 10 21 31
2017 250030 Agramunt 90 4 16 20
2017 250030 Agramunt 91 4 17 21
2017 250030 Agramunt 92 5 10 15
2017 250030 Agramunt 93 3 3 6
2017 250030 Agramunt 94 1 2 3
2017 250030 Agramunt 95 1 3 4
2017 250030 Agramunt 96 3 3 6
2017 250030 Agramunt 97 1 3 4
2017 250030 Agramunt 98 0 1 1
2017 250030 Agramunt 99 0 1 1
2017 250030 Agramunt 100 0 0 0
2017 250030 Agramunt -1 2706 2699 5405
2017 80023 Aguilar-de-Segarra 0 1 0 1
2017 80023 Aguilar-de-Segarra 1 2 2 4
2017 80023 Aguilar-de-Segarra 2 2 0 2
2017 80023 Aguilar-de-Segarra 3 4 0 4
2017 80023 Aguilar-de-Segarra 4 1 0 1
2017 80023 Aguilar-de-Segarra 5 1 1 2
2017 80023 Aguilar-de-Segarra 6 2 1 3
2017 80023 Aguilar-de-Segarra 7 0 2 2
2017 80023 Aguilar-de-Segarra 8 0 3 3
2017 80023 Aguilar-de-Segarra 9 2 4 6
2017 80023 Aguilar-de-Segarra 10 0 1 1
2017 80023 Aguilar-de-Segarra 11 2 2 4
2017 80023 Aguilar-de-Segarra 12 0 2 2
2017 80023 Aguilar-de-Segarra 13 1 0 1
2017 80023 Aguilar-de-Segarra 14 2 2 4
2017 80023 Aguilar-de-Segarra 15 1 2 3
2017 80023 Aguilar-de-Segarra 16 3 1 4
2017 80023 Aguilar-de-Segarra 17 1 0 1
2017 80023 Aguilar-de-Segarra 18 0 2 2
2017 80023 Aguilar-de-Segarra 19 0 0 0
2017 80023 Aguilar-de-Segarra 20 2 0 2
2017 80023 Aguilar-de-Segarra 21 1 1 2
2017 80023 Aguilar-de-Segarra 22 1 2 3
2017 80023 Aguilar-de-Segarra 23 1 1 2
2017 80023 Aguilar-de-Segarra 24 1 0 1
2017 80023 Aguilar-de-Segarra 25 3 2 5
2017 80023 Aguilar-de-Segarra 26 0 1 1
2017 80023 Aguilar-de-Segarra 27 1 0 1
2017 80023 Aguilar-de-Segarra 28 1 0 1
2017 80023 Aguilar-de-Segarra 29 0 2 2
2017 80023 Aguilar-de-Segarra 30 1 1 2
2017 80023 Aguilar-de-Segarra 31 1 5 6
2017 80023 Aguilar-de-Segarra 32 2 2 4
2017 80023 Aguilar-de-Segarra 33 0 3 3
2017 80023 Aguilar-de-Segarra 34 0 1 1
2017 80023 Aguilar-de-Segarra 35 3 1 4
2017 80023 Aguilar-de-Segarra 36 1 2 3
2017 80023 Aguilar-de-Segarra 37 0 0 0
2017 80023 Aguilar-de-Segarra 38 3 2 5
2017 80023 Aguilar-de-Segarra 39 0 2 2
2017 80023 Aguilar-de-Segarra 40 2 1 3
2017 80023 Aguilar-de-Segarra 41 2 2 4
2017 80023 Aguilar-de-Segarra 42 2 2 4
2017 80023 Aguilar-de-Segarra 43 2 2 4
2017 80023 Aguilar-de-Segarra 44 3 1 4
2017 80023 Aguilar-de-Segarra 45 2 1 3
2017 80023 Aguilar-de-Segarra 46 6 2 8
2017 80023 Aguilar-de-Segarra 47 3 3 6
2017 80023 Aguilar-de-Segarra 48 4 0 4
2017 80023 Aguilar-de-Segarra 49 2 2 4
2017 80023 Aguilar-de-Segarra 50 1 3 4
2017 80023 Aguilar-de-Segarra 51 4 3 7
2017 80023 Aguilar-de-Segarra 52 3 3 6
2017 80023 Aguilar-de-Segarra 53 5 1 6
2017 80023 Aguilar-de-Segarra 54 4 3 7
2017 80023 Aguilar-de-Segarra 55 1 0 1
2017 80023 Aguilar-de-Segarra 56 1 1 2
2017 80023 Aguilar-de-Segarra 57 2 2 4
2017 80023 Aguilar-de-Segarra 58 2 5 7
2017 80023 Aguilar-de-Segarra 59 1 3 4
2017 80023 Aguilar-de-Segarra 60 2 0 2
2017 80023 Aguilar-de-Segarra 61 4 2 6
2017 80023 Aguilar-de-Segarra 62 2 0 2
2017 80023 Aguilar-de-Segarra 63 1 0 1
2017 80023 Aguilar-de-Segarra 64 2 1 3
2017 80023 Aguilar-de-Segarra 65 0 1 1
2017 80023 Aguilar-de-Segarra 66 5 0 5
2017 80023 Aguilar-de-Segarra 67 0 1 1
2017 80023 Aguilar-de-Segarra 68 1 2 3
2017 80023 Aguilar-de-Segarra 69 2 2 4
2017 80023 Aguilar-de-Segarra 70 2 0 2
2017 80023 Aguilar-de-Segarra 71 2 0 2
2017 80023 Aguilar-de-Segarra 72 3 0 3
2017 80023 Aguilar-de-Segarra 73 3 1 4
2017 80023 Aguilar-de-Segarra 74 0 1 1
2017 80023 Aguilar-de-Segarra 75 0 1 1
2017 80023 Aguilar-de-Segarra 76 0 0 0
2017 80023 Aguilar-de-Segarra 77 2 0 2
2017 80023 Aguilar-de-Segarra 78 2 2 4
2017 80023 Aguilar-de-Segarra 79 0 1 1
2017 80023 Aguilar-de-Segarra 80 2 1 3
2017 80023 Aguilar-de-Segarra 81 2 2 4
2017 80023 Aguilar-de-Segarra 82 1 2 3
2017 80023 Aguilar-de-Segarra 83 1 1 2
2017 80023 Aguilar-de-Segarra 84 0 0 0
2017 80023 Aguilar-de-Segarra 85 0 1 1
2017 80023 Aguilar-de-Segarra 86 0 1 1
2017 80023 Aguilar-de-Segarra 87 0 2 2
2017 80023 Aguilar-de-Segarra 88 1 0 1
2017 80023 Aguilar-de-Segarra 89 1 0 1
2017 80023 Aguilar-de-Segarra 90 0 1 1
2017 80023 Aguilar-de-Segarra 91 0 0 0
2017 80023 Aguilar-de-Segarra 92 0 1 1
2017 80023 Aguilar-de-Segarra 93 0 0 0
2017 80023 Aguilar-de-Segarra 94 0 0 0
2017 80023 Aguilar-de-Segarra 95 0 1 1
2017 80023 Aguilar-de-Segarra 96 0 0 0
2017 80023 Aguilar-de-Segarra 97 1 0 1
2017 80023 Aguilar-de-Segarra 98 0 0 0
2017 80023 Aguilar-de-Segarra 99 0 0 0
2017 80023 Aguilar-de-Segarra 100 1 0 1
2017 80023 Aguilar-de-Segarra -1 142 121 263
2017 170010 Agullana 0 2 2 4
2017 170010 Agullana 1 2 6 8
2017 170010 Agullana 2 2 4 6
2017 170010 Agullana 3 4 8 12
2017 170010 Agullana 4 1 1 2
2017 170010 Agullana 5 5 6 11
2017 170010 Agullana 6 6 7 13
2017 170010 Agullana 7 9 3 12
2017 170010 Agullana 8 6 4 10
2017 170010 Agullana 9 8 6 14
2017 170010 Agullana 10 2 5 7
2017 170010 Agullana 11 2 7 9
2017 170010 Agullana 12 1 5 6
2017 170010 Agullana 13 1 5 6
2017 170010 Agullana 14 3 5 8
2017 170010 Agullana 15 3 3 6
2017 170010 Agullana 16 3 1 4
2017 170010 Agullana 17 5 5 10
2017 170010 Agullana 18 1 4 5
2017 170010 Agullana 19 2 5 7
2017 170010 Agullana 20 2 4 6
2017 170010 Agullana 21 2 2 4
2017 170010 Agullana 22 7 6 13
2017 170010 Agullana 23 4 2 6
2017 170010 Agullana 24 4 6 10
2017 170010 Agullana 25 6 5 11
2017 170010 Agullana 26 4 3 7
2017 170010 Agullana 27 6 2 8
2017 170010 Agullana 28 3 6 9
2017 170010 Agullana 29 2 1 3
2017 170010 Agullana 30 7 4 11
2017 170010 Agullana 31 5 7 12
2017 170010 Agullana 32 6 7 13
2017 170010 Agullana 33 3 9 12
2017 170010 Agullana 34 6 5 11
2017 170010 Agullana 35 8 4 12
2017 170010 Agullana 36 8 7 15
2017 170010 Agullana 37 9 3 12
2017 170010 Agullana 38 7 6 13
2017 170010 Agullana 39 10 3 13
2017 170010 Agullana 40 6 5 11
2017 170010 Agullana 41 4 5 9
2017 170010 Agullana 42 7 6 13
2017 170010 Agullana 43 0 7 7
2017 170010 Agullana 44 10 9 19
2017 170010 Agullana 45 9 4 13
2017 170010 Agullana 46 6 6 12
2017 170010 Agullana 47 8 9 17
2017 170010 Agullana 48 8 5 13
2017 170010 Agullana 49 7 5 12
2017 170010 Agullana 50 9 4 13
2017 170010 Agullana 51 3 9 12
2017 170010 Agullana 52 7 6 13
2017 170010 Agullana 53 10 4 14
2017 170010 Agullana 54 4 10 14
2017 170010 Agullana 55 3 4 7
2017 170010 Agullana 56 9 4 13
2017 170010 Agullana 57 7 4 11
2017 170010 Agullana 58 1 4 5
2017 170010 Agullana 59 3 5 8
2017 170010 Agullana 60 5 3 8
2017 170010 Agullana 61 6 7 13
2017 170010 Agullana 62 3 5 8
2017 170010 Agullana 63 5 7 12
2017 170010 Agullana 64 10 3 13
2017 170010 Agullana 65 3 4 7
2017 170010 Agullana 66 3 5 8
2017 170010 Agullana 67 3 5 8
2017 170010 Agullana 68 6 3 9
2017 170010 Agullana 69 8 3 11
2017 170010 Agullana 70 7 4 11
2017 170010 Agullana 71 1 0 1
2017 170010 Agullana 72 2 3 5
2017 170010 Agullana 73 2 5 7
2017 170010 Agullana 74 4 5 9
2017 170010 Agullana 75 0 3 3
2017 170010 Agullana 76 7 5 12
2017 170010 Agullana 77 2 1 3
2017 170010 Agullana 78 4 2 6
2017 170010 Agullana 79 2 3 5
2017 170010 Agullana 80 3 2 5
2017 170010 Agullana 81 2 5 7
2017 170010 Agullana 82 2 3 5
2017 170010 Agullana 83 3 3 6
2017 170010 Agullana 84 3 5 8
2017 170010 Agullana 85 3 8 11
2017 170010 Agullana 86 2 1 3
2017 170010 Agullana 87 2 3 5
2017 170010 Agullana 88 2 2 4
2017 170010 Agullana 89 4 3 7
2017 170010 Agullana 90 2 1 3
2017 170010 Agullana 91 1 2 3
2017 170010 Agullana 92 1 0 1
2017 170010 Agullana 93 1 2 3
2017 170010 Agullana 94 1 0 1
2017 170010 Agullana 95 0 0 0
2017 170010 Agullana 96 0 1 1
2017 170010 Agullana 97 0 0 0
2017 170010 Agullana 98 0 0 0
2017 170010 Agullana 99 0 1 1
2017 170010 Agullana 100 1 0 1
2017 170010 Agullana -1 414 417 831
2017 80142 Aiguafreda 0 10 5 15
2017 80142 Aiguafreda 1 6 10 16
2017 80142 Aiguafreda 2 14 17 31
2017 80142 Aiguafreda 3 6 15 21
2017 80142 Aiguafreda 4 17 13 30
2017 80142 Aiguafreda 5 12 8 20
2017 80142 Aiguafreda 6 15 14 29
2017 80142 Aiguafreda 7 13 15 28
2017 80142 Aiguafreda 8 16 12 28
2017 80142 Aiguafreda 9 2 12 14
2017 80142 Aiguafreda 10 8 14 22
2017 80142 Aiguafreda 11 15 10 25
2017 80142 Aiguafreda 12 11 11 22
2017 80142 Aiguafreda 13 15 17 32
2017 80142 Aiguafreda 14 8 10 18
2017 80142 Aiguafreda 15 11 7 18
2017 80142 Aiguafreda 16 12 14 26
2017 80142 Aiguafreda 17 14 18 32
2017 80142 Aiguafreda 18 9 8 17
2017 80142 Aiguafreda 19 7 12 19
2017 80142 Aiguafreda 20 11 12 23
2017 80142 Aiguafreda 21 11 9 20
2017 80142 Aiguafreda 22 19 14 33
2017 80142 Aiguafreda 23 12 14 26
2017 80142 Aiguafreda 24 11 13 24
2017 80142 Aiguafreda 25 6 3 9
2017 80142 Aiguafreda 26 10 12 22
2017 80142 Aiguafreda 27 13 10 23
2017 80142 Aiguafreda 28 12 7 19
2017 80142 Aiguafreda 29 16 14 30
2017 80142 Aiguafreda 30 9 11 20
2017 80142 Aiguafreda 31 9 18 27
2017 80142 Aiguafreda 32 11 10 21
2017 80142 Aiguafreda 33 15 5 20
2017 80142 Aiguafreda 34 20 21 41
2017 80142 Aiguafreda 35 18 19 37
