Codi Municipi Edats Homes Dones Total
81580 Papiol,-el 61 25 16 41
81580 Papiol,-el 62 20 19 39
81580 Papiol,-el 63 14 28 42
81580 Papiol,-el 64 19 26 45
81580 Papiol,-el 65 24 23 47
81580 Papiol,-el 66 15 11 26
81580 Papiol,-el 67 24 20 44
81580 Papiol,-el 68 23 26 49
81580 Papiol,-el 69 17 14 31
81580 Papiol,-el 70 15 21 36
81580 Papiol,-el 71 22 16 38
81580 Papiol,-el 72 12 18 30
81580 Papiol,-el 73 13 17 30
81580 Papiol,-el 74 6 10 16
81580 Papiol,-el 75 14 12 26
81580 Papiol,-el 76 15 13 28
81580 Papiol,-el 77 5 11 16
81580 Papiol,-el 78 11 9 20
81580 Papiol,-el 79 5 11 16
81580 Papiol,-el 80 2 15 17
81580 Papiol,-el 81 3 14 17
81580 Papiol,-el 82 12 16 28
81580 Papiol,-el 83 9 13 22
81580 Papiol,-el 84 7 8 15
81580 Papiol,-el 85 7 9 16
81580 Papiol,-el 86 10 8 18
81580 Papiol,-el 87 6 8 14
81580 Papiol,-el 88 2 5 7
81580 Papiol,-el 89 3 10 13
81580 Papiol,-el 90 6 4 10
81580 Papiol,-el 91 2 5 7
81580 Papiol,-el 92 2 1 3
81580 Papiol,-el 93 2 2 4
81580 Papiol,-el 94 0 3 3
81580 Papiol,-el 95 1 0 1
81580 Papiol,-el 96 0 2 2
81580 Papiol,-el 97 0 0 0
81580 Papiol,-el 98 1 1 2
81580 Papiol,-el 99 0 0 0
81580 Papiol,-el 100 0 0 0
171254 Pardines 0 1 1 2
171254 Pardines 1 0 0 0
171254 Pardines 2 0 0 0
171254 Pardines 3 0 0 0
171254 Pardines 4 1 1 2
171254 Pardines 5 1 0 1
171254 Pardines 6 0 0 0
171254 Pardines 7 3 2 5
171254 Pardines 8 1 1 2
171254 Pardines 9 3 2 5
171254 Pardines 10 0 0 0
171254 Pardines 11 0 0 0
171254 Pardines 12 1 1 2
171254 Pardines 13 2 1 3
171254 Pardines 14 1 0 1
171254 Pardines 15 2 0 2
171254 Pardines 16 0 0 0
171254 Pardines 17 1 0 1
171254 Pardines 18 2 0 2
171254 Pardines 19 1 1 2
171254 Pardines 20 1 1 2
171254 Pardines 21 0 1 1
171254 Pardines 22 1 0 1
171254 Pardines 23 2 0 2
171254 Pardines 24 1 1 2
171254 Pardines 25 1 1 2
171254 Pardines 26 1 1 2
171254 Pardines 27 1 1 2
171254 Pardines 28 0 1 1
171254 Pardines 29 2 0 2
171254 Pardines 30 1 1 2
171254 Pardines 31 0 0 0
171254 Pardines 32 1 0 1
171254 Pardines 33 1 0 1
171254 Pardines 34 1 1 2
171254 Pardines 35 0 1 1
171254 Pardines 36 1 2 3
171254 Pardines 37 0 0 0
171254 Pardines 38 1 1 2
171254 Pardines 39 0 1 1
171254 Pardines 40 0 3 3
171254 Pardines 41 1 0 1
171254 Pardines 42 1 1 2
171254 Pardines 43 3 1 4
171254 Pardines 44 1 0 1
171254 Pardines 45 1 1 2
171254 Pardines 46 1 1 2
171254 Pardines 47 2 2 4
171254 Pardines 48 2 0 2
171254 Pardines 49 2 0 2
171254 Pardines 50 5 3 8
171254 Pardines 51 2 1 3
171254 Pardines 52 2 2 4
171254 Pardines 53 2 2 4
171254 Pardines 54 1 1 2
171254 Pardines 55 3 3 6
171254 Pardines 56 0 1 1
171254 Pardines 57 0 0 0
171254 Pardines 58 1 0 1
171254 Pardines 59 1 0 1
171254 Pardines 60 1 0 1
171254 Pardines 61 1 1 2
171254 Pardines 62 0 0 0
171254 Pardines 63 2 0 2
171254 Pardines 64 3 2 5
171254 Pardines 65 1 0 1
171254 Pardines 66 1 1 2
171254 Pardines 67 0 0 0
171254 Pardines 68 1 0 1
171254 Pardines 69 0 0 0
171254 Pardines 70 0 1 1
171254 Pardines 71 1 1 2
171254 Pardines 72 0 1 1
171254 Pardines 73 1 2 3
171254 Pardines 74 0 2 2
171254 Pardines 75 1 1 2
171254 Pardines 76 1 2 3
171254 Pardines 77 1 0 1
171254 Pardines 78 0 1 1
171254 Pardines 79 1 1 2
171254 Pardines 80 1 4 5
171254 Pardines 81 0 1 1
171254 Pardines 82 1 0 1
171254 Pardines 83 2 0 2
171254 Pardines 84 0 0 0
171254 Pardines 85 1 1 2
171254 Pardines 86 0 1 1
171254 Pardines 87 0 1 1
171254 Pardines 88 1 1 2
171254 Pardines 89 0 0 0
171254 Pardines 90 0 0 0
171254 Pardines 91 0 0 0
171254 Pardines 92 0 0 0
171254 Pardines 93 0 0 0
171254 Pardines 94 0 0 0
171254 Pardines 95 0 0 0
171254 Pardines 96 0 0 0
171254 Pardines 97 0 0 0
171254 Pardines 98 0 0 0
171254 Pardines 99 0 0 0
171254 Pardines 100 0 0 0
81593 Parets-del-Vallès 0 110 99 209
81593 Parets-del-Vallès 1 89 87 176
81593 Parets-del-Vallès 2 113 89 202
81593 Parets-del-Vallès 3 112 86 198
81593 Parets-del-Vallès 4 115 111 226
81593 Parets-del-Vallès 5 110 101 211
81593 Parets-del-Vallès 6 117 104 221
81593 Parets-del-Vallès 7 136 133 269
81593 Parets-del-Vallès 8 132 120 252
81593 Parets-del-Vallès 9 127 127 254
81593 Parets-del-Vallès 10 132 105 237
81593 Parets-del-Vallès 11 124 119 243
81593 Parets-del-Vallès 12 120 111 231
81593 Parets-del-Vallès 13 95 116 211
81593 Parets-del-Vallès 14 94 102 196
81593 Parets-del-Vallès 15 82 83 165
81593 Parets-del-Vallès 16 119 107 226
81593 Parets-del-Vallès 17 113 89 202
81593 Parets-del-Vallès 18 102 90 192
81593 Parets-del-Vallès 19 102 96 198
81593 Parets-del-Vallès 20 99 98 197
81593 Parets-del-Vallès 21 107 83 190
81593 Parets-del-Vallès 22 91 99 190
81593 Parets-del-Vallès 23 69 84 153
81593 Parets-del-Vallès 24 105 87 192
81593 Parets-del-Vallès 25 101 85 186
81593 Parets-del-Vallès 26 101 95 196
81593 Parets-del-Vallès 27 108 84 192
81593 Parets-del-Vallès 28 88 102 190
81593 Parets-del-Vallès 29 113 94 207
81593 Parets-del-Vallès 30 116 133 249
81593 Parets-del-Vallès 31 111 139 250
81593 Parets-del-Vallès 32 149 104 253
81593 Parets-del-Vallès 33 127 145 272
81593 Parets-del-Vallès 34 165 153 318
81593 Parets-del-Vallès 35 144 171 315
81593 Parets-del-Vallès 36 161 135 296
81593 Parets-del-Vallès 37 184 155 339
81593 Parets-del-Vallès 38 175 186 361
81593 Parets-del-Vallès 39 194 173 367
81593 Parets-del-Vallès 40 204 183 387
81593 Parets-del-Vallès 41 184 159 343
81593 Parets-del-Vallès 42 185 158 343
81593 Parets-del-Vallès 43 177 181 358
81593 Parets-del-Vallès 44 175 172 347
81593 Parets-del-Vallès 45 178 143 321
81593 Parets-del-Vallès 46 179 182 361
81593 Parets-del-Vallès 47 147 157 304
81593 Parets-del-Vallès 48 169 148 317
81593 Parets-del-Vallès 49 154 180 334
81593 Parets-del-Vallès 50 176 131 307
81593 Parets-del-Vallès 51 180 147 327
81593 Parets-del-Vallès 52 137 142 279
81593 Parets-del-Vallès 53 130 116 246
81593 Parets-del-Vallès 54 120 117 237
81593 Parets-del-Vallès 55 98 118 216
81593 Parets-del-Vallès 56 118 129 247
81593 Parets-del-Vallès 57 122 125 247
81593 Parets-del-Vallès 58 129 122 251
81593 Parets-del-Vallès 59 100 104 204
81593 Parets-del-Vallès 60 110 109 219
81593 Parets-del-Vallès 61 105 105 210
81593 Parets-del-Vallès 62 88 100 188
81593 Parets-del-Vallès 63 88 111 199
81593 Parets-del-Vallès 64 103 93 196
81593 Parets-del-Vallès 65 84 79 163
81593 Parets-del-Vallès 66 84 89 173
81593 Parets-del-Vallès 67 88 88 176
81593 Parets-del-Vallès 68 74 89 163
81593 Parets-del-Vallès 69 71 66 137
81593 Parets-del-Vallès 70 78 65 143
81593 Parets-del-Vallès 71 68 87 155
81593 Parets-del-Vallès 72 63 77 140
81593 Parets-del-Vallès 73 57 68 125
81593 Parets-del-Vallès 74 57 54 111
81593 Parets-del-Vallès 75 40 54 94
81593 Parets-del-Vallès 76 59 55 114
81593 Parets-del-Vallès 77 28 33 61
81593 Parets-del-Vallès 78 24 47 71
81593 Parets-del-Vallès 79 45 46 91
81593 Parets-del-Vallès 80 37 62 99
81593 Parets-del-Vallès 81 39 52 91
81593 Parets-del-Vallès 82 33 52 85
81593 Parets-del-Vallès 83 32 66 98
81593 Parets-del-Vallès 84 35 50 85
81593 Parets-del-Vallès 85 34 39 73
81593 Parets-del-Vallès 86 18 36 54
81593 Parets-del-Vallès 87 21 25 46
81593 Parets-del-Vallès 88 14 33 47
81593 Parets-del-Vallès 89 10 29 39
81593 Parets-del-Vallès 90 7 21 28
81593 Parets-del-Vallès 91 7 10 17
81593 Parets-del-Vallès 92 5 16 21
81593 Parets-del-Vallès 93 4 10 14
81593 Parets-del-Vallès 94 2 12 14
81593 Parets-del-Vallès 95 3 3 6
81593 Parets-del-Vallès 96 1 6 7
81593 Parets-del-Vallès 97 0 4 4
81593 Parets-del-Vallès 98 2 0 2
81593 Parets-del-Vallès 99 0 1 1
81593 Parets-del-Vallès 100 0 2 2
171267 Parlavà 0 1 1 2
171267 Parlavà 1 1 0 1
171267 Parlavà 2 1 3 4
171267 Parlavà 3 1 2 3
171267 Parlavà 4 2 0 2
171267 Parlavà 5 3 3 6
171267 Parlavà 6 3 2 5
171267 Parlavà 7 2 3 5
171267 Parlavà 8 4 0 4
171267 Parlavà 9 2 4 6
171267 Parlavà 10 3 1 4
171267 Parlavà 11 2 1 3
171267 Parlavà 12 2 1 3
171267 Parlavà 13 2 1 3
171267 Parlavà 14 0 0 0
171267 Parlavà 15 1 1 2
171267 Parlavà 16 3 5 8
171267 Parlavà 17 0 0 0
171267 Parlavà 18 2 3 5
171267 Parlavà 19 1 0 1
171267 Parlavà 20 1 0 1
171267 Parlavà 21 1 1 2
171267 Parlavà 22 0 2 2
171267 Parlavà 23 1 2 3
171267 Parlavà 24 3 1 4
171267 Parlavà 25 2 0 2
171267 Parlavà 26 1 1 2
171267 Parlavà 27 2 0 2
171267 Parlavà 28 4 1 5
171267 Parlavà 29 0 2 2
171267 Parlavà 30 2 1 3
171267 Parlavà 31 1 3 4
171267 Parlavà 32 3 1 4
171267 Parlavà 33 3 0 3
171267 Parlavà 34 1 2 3
171267 Parlavà 35 3 0 3
171267 Parlavà 36 3 3 6
171267 Parlavà 37 0 2 2
171267 Parlavà 38 2 4 6
171267 Parlavà 39 5 4 9
171267 Parlavà 40 7 7 14
171267 Parlavà 41 4 1 5
171267 Parlavà 42 5 2 7
171267 Parlavà 43 6 7 13
171267 Parlavà 44 4 2 6
171267 Parlavà 45 5 2 7
171267 Parlavà 46 3 3 6
171267 Parlavà 47 0 4 4
171267 Parlavà 48 5 7 12
171267 Parlavà 49 3 2 5
171267 Parlavà 50 3 5 8
171267 Parlavà 51 4 1 5
171267 Parlavà 52 6 3 9
171267 Parlavà 53 0 1 1
171267 Parlavà 54 5 0 5
171267 Parlavà 55 1 3 4
171267 Parlavà 56 5 1 6
171267 Parlavà 57 2 5 7
171267 Parlavà 58 2 2 4
171267 Parlavà 59 2 3 5
171267 Parlavà 60 3 3 6
171267 Parlavà 61 1 3 4
171267 Parlavà 62 4 4 8
171267 Parlavà 63 0 5 5
171267 Parlavà 64 6 5 11
171267 Parlavà 65 4 3 7
171267 Parlavà 66 2 0 2
171267 Parlavà 67 1 6 7
171267 Parlavà 68 6 2 8
171267 Parlavà 69 2 2 4
171267 Parlavà 70 2 4 6
171267 Parlavà 71 3 2 5
171267 Parlavà 72 1 1 2
171267 Parlavà 73 5 1 6
171267 Parlavà 74 0 2 2
171267 Parlavà 75 3 2 5
171267 Parlavà 76 2 4 6
171267 Parlavà 77 1 1 2
171267 Parlavà 78 1 2 3
171267 Parlavà 79 1 0 1
171267 Parlavà 80 2 1 3
171267 Parlavà 81 1 2 3
171267 Parlavà 82 1 0 1
171267 Parlavà 83 2 2 4
171267 Parlavà 84 1 2 3
171267 Parlavà 85 1 1 2
171267 Parlavà 86 2 2 4
171267 Parlavà 87 0 0 0
171267 Parlavà 88 0 0 0
171267 Parlavà 89 0 0 0
171267 Parlavà 90 0 1 1
171267 Parlavà 91 0 0 0
171267 Parlavà 92 1 1 2
171267 Parlavà 93 0 1 1
171267 Parlavà 94 1 0 1
171267 Parlavà 95 0 0 0
171267 Parlavà 96 0 1 1
171267 Parlavà 97 0 0 0
171267 Parlavà 98 0 0 0
171267 Parlavà 99 0 0 0
171267 Parlavà 100 0 0 0
431016 Passanant-i-Belltall 0 1 0 1
431016 Passanant-i-Belltall 1 0 0 0
431016 Passanant-i-Belltall 2 0 0 0
431016 Passanant-i-Belltall 3 0 0 0
431016 Passanant-i-Belltall 4 0 0 0
431016 Passanant-i-Belltall 5 1 0 1
431016 Passanant-i-Belltall 6 0 0 0
431016 Passanant-i-Belltall 7 0 0 0
431016 Passanant-i-Belltall 8 0 0 0
431016 Passanant-i-Belltall 9 0 0 0
431016 Passanant-i-Belltall 10 1 1 2
431016 Passanant-i-Belltall 11 0 0 0
431016 Passanant-i-Belltall 12 0 0 0
431016 Passanant-i-Belltall 13 0 0 0
431016 Passanant-i-Belltall 14 0 0 0
431016 Passanant-i-Belltall 15 0 0 0
431016 Passanant-i-Belltall 16 0 1 1
431016 Passanant-i-Belltall 17 1 0 1
431016 Passanant-i-Belltall 18 0 0 0
431016 Passanant-i-Belltall 19 0 0 0
431016 Passanant-i-Belltall 20 0 1 1
431016 Passanant-i-Belltall 21 1 0 1
431016 Passanant-i-Belltall 22 1 0 1
431016 Passanant-i-Belltall 23 0 0 0
431016 Passanant-i-Belltall 24 1 0 1
431016 Passanant-i-Belltall 25 0 0 0
431016 Passanant-i-Belltall 26 0 0 0
431016 Passanant-i-Belltall 27 1 0 1
431016 Passanant-i-Belltall 28 0 1 1
431016 Passanant-i-Belltall 29 1 0 1
431016 Passanant-i-Belltall 30 1 1 2
431016 Passanant-i-Belltall 31 1 0 1
431016 Passanant-i-Belltall 32 2 0 2
431016 Passanant-i-Belltall 33 1 0 1
431016 Passanant-i-Belltall 34 0 0 0
431016 Passanant-i-Belltall 35 2 0 2
431016 Passanant-i-Belltall 36 0 0 0
431016 Passanant-i-Belltall 37 1 0 1
431016 Passanant-i-Belltall 38 0 2 2
431016 Passanant-i-Belltall 39 2 0 2
431016 Passanant-i-Belltall 40 1 2 3
431016 Passanant-i-Belltall 41 0 2 2
431016 Passanant-i-Belltall 42 5 0 5
431016 Passanant-i-Belltall 43 2 0 2
431016 Passanant-i-Belltall 44 1 1 2
431016 Passanant-i-Belltall 45 0 1 1
431016 Passanant-i-Belltall 46 1 0 1
431016 Passanant-i-Belltall 47 0 0 0
431016 Passanant-i-Belltall 48 1 1 2
431016 Passanant-i-Belltall 49 1 2 3
431016 Passanant-i-Belltall 50 1 2 3
431016 Passanant-i-Belltall 51 2 1 3
431016 Passanant-i-Belltall 52 2 0 2
431016 Passanant-i-Belltall 53 2 1 3
431016 Passanant-i-Belltall 54 3 1 4
431016 Passanant-i-Belltall 55 3 2 5
431016 Passanant-i-Belltall 56 1 1 2
431016 Passanant-i-Belltall 57 1 2 3
431016 Passanant-i-Belltall 58 4 5 9
431016 Passanant-i-Belltall 59 0 1 1
431016 Passanant-i-Belltall 60 2 0 2
431016 Passanant-i-Belltall 61 0 1 1
431016 Passanant-i-Belltall 62 4 1 5
431016 Passanant-i-Belltall 63 0 2 2
431016 Passanant-i-Belltall 64 3 0 3
431016 Passanant-i-Belltall 65 5 1 6
431016 Passanant-i-Belltall 66 4 4 8
431016 Passanant-i-Belltall 67 0 1 1
431016 Passanant-i-Belltall 68 2 0 2
431016 Passanant-i-Belltall 69 1 2 3
431016 Passanant-i-Belltall 70 0 0 0
431016 Passanant-i-Belltall 71 1 1 2
431016 Passanant-i-Belltall 72 0 0 0
431016 Passanant-i-Belltall 73 1 1 2
431016 Passanant-i-Belltall 74 1 0 1
431016 Passanant-i-Belltall 75 1 1 2
431016 Passanant-i-Belltall 76 1 0 1
431016 Passanant-i-Belltall 77 0 1 1
431016 Passanant-i-Belltall 78 1 0 1
431016 Passanant-i-Belltall 79 0 1 1
431016 Passanant-i-Belltall 80 1 2 3
431016 Passanant-i-Belltall 81 0 1 1
431016 Passanant-i-Belltall 82 0 1 1
431016 Passanant-i-Belltall 83 2 1 3
431016 Passanant-i-Belltall 84 0 3 3
431016 Passanant-i-Belltall 85 1 3 4
431016 Passanant-i-Belltall 86 1 1 2
431016 Passanant-i-Belltall 87 1 1 2
431016 Passanant-i-Belltall 88 0 0 0
431016 Passanant-i-Belltall 89 0 1 1
431016 Passanant-i-Belltall 90 1 1 2
431016 Passanant-i-Belltall 91 1 0 1
431016 Passanant-i-Belltall 92 0 0 0
431016 Passanant-i-Belltall 93 0 0 0
431016 Passanant-i-Belltall 94 0 0 0
431016 Passanant-i-Belltall 95 0 0 0
431016 Passanant-i-Belltall 96 0 0 0
431016 Passanant-i-Belltall 97 0 0 0
431016 Passanant-i-Belltall 98 0 0 0
431016 Passanant-i-Belltall 99 0 0 0
431016 Passanant-i-Belltall 100 0 0 0
171289 Pau 0 1 2 3
171289 Pau 1 2 2 4
171289 Pau 2 2 0 2
171289 Pau 3 1 2 3
171289 Pau 4 0 3 3
171289 Pau 5 2 5 7
171289 Pau 6 3 3 6
171289 Pau 7 3 1 4
171289 Pau 8 3 3 6
171289 Pau 9 1 1 2
171289 Pau 10 3 4 7
171289 Pau 11 8 1 9
171289 Pau 12 7 2 9
171289 Pau 13 1 5 6
171289 Pau 14 2 0 2
171289 Pau 15 4 1 5
171289 Pau 16 5 3 8
171289 Pau 17 1 2 3
171289 Pau 18 6 2 8
171289 Pau 19 2 3 5
171289 Pau 20 1 0 1
171289 Pau 21 2 3 5
171289 Pau 22 5 5 10
171289 Pau 23 1 2 3
171289 Pau 24 1 1 2
171289 Pau 25 2 2 4
171289 Pau 26 2 2 4
171289 Pau 27 0 5 5
171289 Pau 28 1 2 3
171289 Pau 29 3 1 4
171289 Pau 30 5 2 7
171289 Pau 31 0 2 2
171289 Pau 32 3 2 5
171289 Pau 33 1 6 7
171289 Pau 34 2 0 2
171289 Pau 35 3 3 6
171289 Pau 36 1 6 7
171289 Pau 37 6 2 8
171289 Pau 38 3 2 5
171289 Pau 39 2 3 5
171289 Pau 40 5 4 9
171289 Pau 41 3 8 11
171289 Pau 42 5 1 6
171289 Pau 43 4 3 7
171289 Pau 44 3 3 6
171289 Pau 45 9 5 14
171289 Pau 46 3 4 7
171289 Pau 47 4 4 8
171289 Pau 48 6 6 12
171289 Pau 49 5 3 8
171289 Pau 50 4 5 9
171289 Pau 51 7 4 11
171289 Pau 52 4 4 8
171289 Pau 53 4 4 8
171289 Pau 54 2 4 6
171289 Pau 55 4 5 9
171289 Pau 56 4 4 8
171289 Pau 57 7 3 10
171289 Pau 58 4 1 5
171289 Pau 59 5 4 9
171289 Pau 60 4 3 7
171289 Pau 61 8 5 13
171289 Pau 62 2 2 4
171289 Pau 63 3 2 5
171289 Pau 64 1 3 4
171289 Pau 65 4 4 8
171289 Pau 66 4 1 5
171289 Pau 67 3 7 10
171289 Pau 68 1 7 8
171289 Pau 69 5 3 8
171289 Pau 70 5 4 9
171289 Pau 71 2 4 6
171289 Pau 72 1 5 6
171289 Pau 73 1 2 3
171289 Pau 74 5 0 5
171289 Pau 75 3 2 5
171289 Pau 76 3 2 5
171289 Pau 77 8 2 10
171289 Pau 78 2 3 5
171289 Pau 79 2 2 4
171289 Pau 80 3 1 4
171289 Pau 81 2 0 2
171289 Pau 82 2 1 3
171289 Pau 83 1 4 5
171289 Pau 84 0 2 2
171289 Pau 85 2 4 6
171289 Pau 86 2 2 4
171289 Pau 87 2 4 6
171289 Pau 88 0 1 1
171289 Pau 89 0 1 1
171289 Pau 90 1 1 2
171289 Pau 91 1 0 1
171289 Pau 92 1 0 1
171289 Pau 93 0 1 1
171289 Pau 94 0 0 0
171289 Pau 95 0 0 0
171289 Pau 96 0 0 0
171289 Pau 97 0 0 0
171289 Pau 98 0 0 0
171289 Pau 99 0 0 0
171289 Pau 100 0 0 0
431021 Paüls 0 0 1 1
431021 Paüls 1 0 2 2
431021 Paüls 2 2 2 4
431021 Paüls 3 5 3 8
431021 Paüls 4 3 4 7
431021 Paüls 5 3 2 5
431021 Paüls 6 3 2 5
431021 Paüls 7 3 2 5
431021 Paüls 8 2 1 3
431021 Paüls 9 2 3 5
431021 Paüls 10 4 3 7
431021 Paüls 11 1 1 2
431021 Paüls 12 3 1 4
431021 Paüls 13 0 2 2
431021 Paüls 14 0 0 0
431021 Paüls 15 1 4 5
431021 Paüls 16 1 2 3
431021 Paüls 17 3 4 7
431021 Paüls 18 1 4 5
431021 Paüls 19 0 4 4
431021 Paüls 20 2 1 3
431021 Paüls 21 1 3 4
431021 Paüls 22 1 2 3
431021 Paüls 23 2 2 4
431021 Paüls 24 1 1 2
431021 Paüls 25 4 0 4
431021 Paüls 26 1 2 3
431021 Paüls 27 0 4 4
431021 Paüls 28 1 6 7
431021 Paüls 29 3 1 4
431021 Paüls 30 6 2 8
431021 Paüls 31 3 3 6
431021 Paüls 32 2 0 2
431021 Paüls 33 5 3 8
431021 Paüls 34 2 4 6
431021 Paüls 35 4 6 10
431021 Paüls 36 2 6 8
431021 Paüls 37 8 4 12
431021 Paüls 38 1 2 3
431021 Paüls 39 3 4 7
431021 Paüls 40 6 1 7
431021 Paüls 41 3 2 5
431021 Paüls 42 4 4 8
431021 Paüls 43 2 6 8
431021 Paüls 44 2 6 8
431021 Paüls 45 6 2 8
431021 Paüls 46 3 2 5
431021 Paüls 47 5 4 9
431021 Paüls 48 4 2 6
431021 Paüls 49 5 3 8
431021 Paüls 50 5 5 10
431021 Paüls 51 3 6 9
431021 Paüls 52 6 2 8
431021 Paüls 53 3 5 8
431021 Paüls 54 7 7 14
431021 Paüls 55 2 1 3
431021 Paüls 56 6 6 12
431021 Paüls 57 2 0 2
431021 Paüls 58 1 5 6
431021 Paüls 59 1 3 4
431021 Paüls 60 6 5 11
431021 Paüls 61 4 3 7
431021 Paüls 62 4 4 8
431021 Paüls 63 4 2 6
431021 Paüls 64 3 7 10
431021 Paüls 65 6 3 9
431021 Paüls 66 3 5 8
431021 Paüls 67 6 4 10
431021 Paüls 68 6 4 10
431021 Paüls 69 3 2 5
431021 Paüls 70 9 4 13
431021 Paüls 71 6 5 11
431021 Paüls 72 6 7 13
431021 Paüls 73 6 4 10
431021 Paüls 74 3 2 5
431021 Paüls 75 0 3 3
431021 Paüls 76 2 5 7
431021 Paüls 77 1 1 2
431021 Paüls 78 1 4 5
431021 Paüls 79 2 5 7
431021 Paüls 80 8 1 9
431021 Paüls 81 0 6 6
431021 Paüls 82 5 2 7
431021 Paüls 83 2 6 8
431021 Paüls 84 4 2 6
431021 Paüls 85 2 5 7
431021 Paüls 86 1 4 5
431021 Paüls 87 2 2 4
431021 Paüls 88 4 4 8
431021 Paüls 89 0 1 1
431021 Paüls 90 0 0 0
431021 Paüls 91 0 0 0
431021 Paüls 92 1 1 2
431021 Paüls 93 1 0 1
431021 Paüls 94 0 1 1
431021 Paüls 95 0 2 2
431021 Paüls 96 0 0 0
431021 Paüls 97 0 0 0
431021 Paüls 98 0 0 0
431021 Paüls 99 0 0 0
431021 Paüls 100 0 0 0
171292 Pedret-i-Marzà 0 0 0 0
171292 Pedret-i-Marzà 1 0 1 1
171292 Pedret-i-Marzà 2 2 1 3
171292 Pedret-i-Marzà 3 2 0 2
171292 Pedret-i-Marzà 4 3 1 4
171292 Pedret-i-Marzà 5 2 1 3
171292 Pedret-i-Marzà 6 2 1 3
171292 Pedret-i-Marzà 7 0 1 1
171292 Pedret-i-Marzà 8 1 4 5
171292 Pedret-i-Marzà 9 1 0 1
171292 Pedret-i-Marzà 10 1 1 2
171292 Pedret-i-Marzà 11 1 1 2
171292 Pedret-i-Marzà 12 2 1 3
171292 Pedret-i-Marzà 13 0 0 0
171292 Pedret-i-Marzà 14 0 2 2
171292 Pedret-i-Marzà 15 1 0 1
171292 Pedret-i-Marzà 16 0 0 0
171292 Pedret-i-Marzà 17 1 1 2
171292 Pedret-i-Marzà 18 2 1 3
171292 Pedret-i-Marzà 19 0 1 1
171292 Pedret-i-Marzà 20 2 0 2
171292 Pedret-i-Marzà 21 2 0 2
171292 Pedret-i-Marzà 22 0 1 1
171292 Pedret-i-Marzà 23 2 0 2
171292 Pedret-i-Marzà 24 0 0 0
171292 Pedret-i-Marzà 25 1 2 3
171292 Pedret-i-Marzà 26 1 0 1
171292 Pedret-i-Marzà 27 1 0 1
171292 Pedret-i-Marzà 28 2 1 3
171292 Pedret-i-Marzà 29 0 1 1
171292 Pedret-i-Marzà 30 2 0 2
171292 Pedret-i-Marzà 31 0 0 0
171292 Pedret-i-Marzà 32 1 1 2
171292 Pedret-i-Marzà 33 0 1 1
171292 Pedret-i-Marzà 34 0 1 1
171292 Pedret-i-Marzà 35 0 1 1
171292 Pedret-i-Marzà 36 2 1 3
171292 Pedret-i-Marzà 37 4 2 6
171292 Pedret-i-Marzà 38 2 3 5
171292 Pedret-i-Marzà 39 1 1 2
171292 Pedret-i-Marzà 40 3 0 3
171292 Pedret-i-Marzà 41 1 2 3
171292 Pedret-i-Marzà 42 2 0 2
171292 Pedret-i-Marzà 43 0 0 0
171292 Pedret-i-Marzà 44 3 4 7
171292 Pedret-i-Marzà 45 2 2 4
171292 Pedret-i-Marzà 46 0 1 1
171292 Pedret-i-Marzà 47 3 0 3
171292 Pedret-i-Marzà 48 0 1 1
171292 Pedret-i-Marzà 49 1 2 3
171292 Pedret-i-Marzà 50 1 2 3
171292 Pedret-i-Marzà 51 1 4 5
171292 Pedret-i-Marzà 52 2 2 4
171292 Pedret-i-Marzà 53 2 1 3
171292 Pedret-i-Marzà 54 0 2 2
171292 Pedret-i-Marzà 55 6 1 7
171292 Pedret-i-Marzà 56 1 1 2
171292 Pedret-i-Marzà 57 1 1 2
171292 Pedret-i-Marzà 58 0 1 1
171292 Pedret-i-Marzà 59 1 5 6
171292 Pedret-i-Marzà 60 1 1 2
171292 Pedret-i-Marzà 61 4 2 6
171292 Pedret-i-Marzà 62 1 0 1
171292 Pedret-i-Marzà 63 2 0 2
171292 Pedret-i-Marzà 64 1 0 1
171292 Pedret-i-Marzà 65 1 1 2
171292 Pedret-i-Marzà 66 0 1 1
171292 Pedret-i-Marzà 67 0 1 1
171292 Pedret-i-Marzà 68 1 1 2
171292 Pedret-i-Marzà 69 2 0 2
171292 Pedret-i-Marzà 70 2 2 4
171292 Pedret-i-Marzà 71 0 0 0
171292 Pedret-i-Marzà 72 0 0 0
171292 Pedret-i-Marzà 73 1 1 2
171292 Pedret-i-Marzà 74 0 1 1
171292 Pedret-i-Marzà 75 1 2 3
171292 Pedret-i-Marzà 76 1 0 1
171292 Pedret-i-Marzà 77 1 0 1
171292 Pedret-i-Marzà 78 0 0 0
171292 Pedret-i-Marzà 79 1 0 1
171292 Pedret-i-Marzà 80 0 0 0
171292 Pedret-i-Marzà 81 0 1 1
171292 Pedret-i-Marzà 82 0 1 1
171292 Pedret-i-Marzà 83 1 2 3
171292 Pedret-i-Marzà 84 0 0 0
171292 Pedret-i-Marzà 85 1 1 2
171292 Pedret-i-Marzà 86 0 0 0
171292 Pedret-i-Marzà 87 0 0 0
171292 Pedret-i-Marzà 88 0 2 2
171292 Pedret-i-Marzà 89 1 0 1
171292 Pedret-i-Marzà 90 0 0 0
171292 Pedret-i-Marzà 91 0 1 1
171292 Pedret-i-Marzà 92 0 0 0
171292 Pedret-i-Marzà 93 0 0 0
171292 Pedret-i-Marzà 94 1 0 1
171292 Pedret-i-Marzà 95 0 0 0
