Codi Municipi Edats Homes Dones Total
80214 Bellprat 96 0 0 0
80214 Bellprat 97 0 0 0
80214 Bellprat 98 0 0 0
80214 Bellprat 99 0 0 0
80214 Bellprat 100 0 0 0
250501 Bellpuig 0 21 34 55
250501 Bellpuig 1 22 22 44
250501 Bellpuig 2 27 26 53
250501 Bellpuig 3 24 22 46
250501 Bellpuig 4 30 23 53
250501 Bellpuig 5 21 35 56
250501 Bellpuig 6 30 33 63
250501 Bellpuig 7 29 28 57
250501 Bellpuig 8 30 28 58
250501 Bellpuig 9 27 25 52
250501 Bellpuig 10 22 26 48
250501 Bellpuig 11 21 38 59
250501 Bellpuig 12 24 25 49
250501 Bellpuig 13 22 21 43
250501 Bellpuig 14 29 26 55
250501 Bellpuig 15 27 20 47
250501 Bellpuig 16 27 26 53
250501 Bellpuig 17 23 28 51
250501 Bellpuig 18 28 24 52
250501 Bellpuig 19 24 20 44
250501 Bellpuig 20 20 22 42
250501 Bellpuig 21 26 16 42
250501 Bellpuig 22 26 17 43
250501 Bellpuig 23 37 41 78
250501 Bellpuig 24 40 20 60
250501 Bellpuig 25 20 24 44
250501 Bellpuig 26 25 22 47
250501 Bellpuig 27 30 23 53
250501 Bellpuig 28 36 23 59
250501 Bellpuig 29 36 35 71
250501 Bellpuig 30 29 27 56
250501 Bellpuig 31 27 30 57
250501 Bellpuig 32 39 36 75
250501 Bellpuig 33 43 28 71
250501 Bellpuig 34 40 34 74
250501 Bellpuig 35 56 40 96
250501 Bellpuig 36 49 26 75
250501 Bellpuig 37 52 41 93
250501 Bellpuig 38 57 37 94
250501 Bellpuig 39 39 41 80
250501 Bellpuig 40 45 45 90
250501 Bellpuig 41 44 31 75
250501 Bellpuig 42 57 31 88
250501 Bellpuig 43 41 28 69
250501 Bellpuig 44 61 36 97
250501 Bellpuig 45 37 37 74
250501 Bellpuig 46 58 32 90
250501 Bellpuig 47 40 38 78
250501 Bellpuig 48 40 30 70
250501 Bellpuig 49 49 27 76
250501 Bellpuig 50 52 34 86
250501 Bellpuig 51 46 31 77
250501 Bellpuig 52 32 33 65
250501 Bellpuig 53 34 27 61
250501 Bellpuig 54 39 39 78
250501 Bellpuig 55 33 39 72
250501 Bellpuig 56 32 36 68
250501 Bellpuig 57 29 32 61
250501 Bellpuig 58 35 17 52
250501 Bellpuig 59 34 26 60
250501 Bellpuig 60 34 23 57
250501 Bellpuig 61 27 29 56
250501 Bellpuig 62 25 25 50
250501 Bellpuig 63 27 15 42
250501 Bellpuig 64 33 20 53
250501 Bellpuig 65 24 23 47
250501 Bellpuig 66 26 23 49
250501 Bellpuig 67 18 27 45
250501 Bellpuig 68 18 25 43
250501 Bellpuig 69 16 20 36
250501 Bellpuig 70 20 20 40
250501 Bellpuig 71 19 22 41
250501 Bellpuig 72 22 21 43
250501 Bellpuig 73 16 29 45
250501 Bellpuig 74 16 10 26
250501 Bellpuig 75 13 20 33
250501 Bellpuig 76 9 20 29
250501 Bellpuig 77 7 11 18
250501 Bellpuig 78 12 14 26
250501 Bellpuig 79 20 22 42
250501 Bellpuig 80 15 19 34
250501 Bellpuig 81 13 14 27
250501 Bellpuig 82 13 17 30
250501 Bellpuig 83 7 20 27
250501 Bellpuig 84 12 18 30
250501 Bellpuig 85 6 12 18
250501 Bellpuig 86 7 23 30
250501 Bellpuig 87 7 14 21
250501 Bellpuig 88 8 12 20
250501 Bellpuig 89 2 18 20
250501 Bellpuig 90 7 11 18
250501 Bellpuig 91 6 6 12
250501 Bellpuig 92 7 5 12
250501 Bellpuig 93 0 9 9
250501 Bellpuig 94 2 6 8
250501 Bellpuig 95 1 1 2
250501 Bellpuig 96 1 4 5
250501 Bellpuig 97 2 4 6
250501 Bellpuig 98 0 0 0
250501 Bellpuig 99 0 0 0
250501 Bellpuig 100 0 0 0
430249 Bellvei 0 10 14 24
430249 Bellvei 1 9 14 23
430249 Bellvei 2 12 12 24
430249 Bellvei 3 14 8 22
430249 Bellvei 4 15 11 26
430249 Bellvei 5 11 15 26
430249 Bellvei 6 14 10 24
430249 Bellvei 7 16 9 25
430249 Bellvei 8 16 26 42
430249 Bellvei 9 17 13 30
430249 Bellvei 10 15 20 35
430249 Bellvei 11 14 14 28
430249 Bellvei 12 17 15 32
430249 Bellvei 13 20 15 35
430249 Bellvei 14 18 13 31
430249 Bellvei 15 14 9 23
430249 Bellvei 16 9 15 24
430249 Bellvei 17 11 11 22
430249 Bellvei 18 13 9 22
430249 Bellvei 19 3 12 15
430249 Bellvei 20 11 8 19
430249 Bellvei 21 9 11 20
430249 Bellvei 22 12 5 17
430249 Bellvei 23 4 9 13
430249 Bellvei 24 12 14 26
430249 Bellvei 25 10 6 16
430249 Bellvei 26 11 14 25
430249 Bellvei 27 16 9 25
430249 Bellvei 28 14 10 24
430249 Bellvei 29 6 7 13
430249 Bellvei 30 8 11 19
430249 Bellvei 31 17 14 31
430249 Bellvei 32 12 15 27
430249 Bellvei 33 11 20 31
430249 Bellvei 34 16 15 31
430249 Bellvei 35 18 16 34
430249 Bellvei 36 20 16 36
430249 Bellvei 37 21 16 37
430249 Bellvei 38 16 24 40
430249 Bellvei 39 23 19 42
430249 Bellvei 40 18 32 50
430249 Bellvei 41 23 12 35
430249 Bellvei 42 18 16 34
430249 Bellvei 43 18 19 37
430249 Bellvei 44 17 18 35
430249 Bellvei 45 23 17 40
430249 Bellvei 46 30 18 48
430249 Bellvei 47 18 17 35
430249 Bellvei 48 21 13 34
430249 Bellvei 49 14 21 35
430249 Bellvei 50 19 13 32
430249 Bellvei 51 15 11 26
430249 Bellvei 52 17 16 33
430249 Bellvei 53 14 15 29
430249 Bellvei 54 12 10 22
430249 Bellvei 55 14 12 26
430249 Bellvei 56 12 6 18
430249 Bellvei 57 14 16 30
430249 Bellvei 58 19 16 35
430249 Bellvei 59 10 9 19
430249 Bellvei 60 7 9 16
430249 Bellvei 61 11 9 20
430249 Bellvei 62 15 10 25
430249 Bellvei 63 7 8 15
430249 Bellvei 64 16 7 23
430249 Bellvei 65 6 11 17
430249 Bellvei 66 10 5 15
430249 Bellvei 67 16 11 27
430249 Bellvei 68 9 10 19
430249 Bellvei 69 17 15 32
430249 Bellvei 70 9 8 17
430249 Bellvei 71 14 12 26
430249 Bellvei 72 11 7 18
430249 Bellvei 73 10 12 22
430249 Bellvei 74 10 9 19
430249 Bellvei 75 6 10 16
430249 Bellvei 76 9 6 15
430249 Bellvei 77 4 7 11
430249 Bellvei 78 5 3 8
430249 Bellvei 79 2 4 6
430249 Bellvei 80 11 10 21
430249 Bellvei 81 6 10 16
430249 Bellvei 82 5 9 14
430249 Bellvei 83 3 6 9
430249 Bellvei 84 3 5 8
430249 Bellvei 85 6 3 9
430249 Bellvei 86 1 6 7
430249 Bellvei 87 3 4 7
430249 Bellvei 88 6 0 6
430249 Bellvei 89 0 1 1
430249 Bellvei 90 1 2 3
430249 Bellvei 91 2 4 6
430249 Bellvei 92 1 2 3
430249 Bellvei 93 0 0 0
430249 Bellvei 94 1 0 1
430249 Bellvei 95 0 0 0
430249 Bellvei 96 1 1 2
430249 Bellvei 97 0 0 0
430249 Bellvei 98 0 0 0
430249 Bellvei 99 0 0 0
430249 Bellvei 100 0 1 1
250518 Bellver-de-Cerdanya 0 8 5 13
250518 Bellver-de-Cerdanya 1 5 6 11
250518 Bellver-de-Cerdanya 2 8 11 19
250518 Bellver-de-Cerdanya 3 14 7 21
250518 Bellver-de-Cerdanya 4 8 7 15
250518 Bellver-de-Cerdanya 5 11 11 22
250518 Bellver-de-Cerdanya 6 11 16 27
250518 Bellver-de-Cerdanya 7 12 8 20
250518 Bellver-de-Cerdanya 8 16 8 24
250518 Bellver-de-Cerdanya 9 11 8 19
250518 Bellver-de-Cerdanya 10 12 10 22
250518 Bellver-de-Cerdanya 11 10 12 22
250518 Bellver-de-Cerdanya 12 4 13 17
250518 Bellver-de-Cerdanya 13 11 6 17
250518 Bellver-de-Cerdanya 14 8 8 16
250518 Bellver-de-Cerdanya 15 8 9 17
250518 Bellver-de-Cerdanya 16 6 10 16
250518 Bellver-de-Cerdanya 17 7 6 13
250518 Bellver-de-Cerdanya 18 6 9 15
250518 Bellver-de-Cerdanya 19 8 9 17
250518 Bellver-de-Cerdanya 20 15 6 21
250518 Bellver-de-Cerdanya 21 4 5 9
250518 Bellver-de-Cerdanya 22 9 9 18
250518 Bellver-de-Cerdanya 23 6 4 10
250518 Bellver-de-Cerdanya 24 6 8 14
250518 Bellver-de-Cerdanya 25 7 10 17
250518 Bellver-de-Cerdanya 26 8 6 14
250518 Bellver-de-Cerdanya 27 7 5 12
250518 Bellver-de-Cerdanya 28 8 10 18
250518 Bellver-de-Cerdanya 29 4 10 14
250518 Bellver-de-Cerdanya 30 8 11 19
250518 Bellver-de-Cerdanya 31 4 11 15
250518 Bellver-de-Cerdanya 32 11 4 15
250518 Bellver-de-Cerdanya 33 10 12 22
250518 Bellver-de-Cerdanya 34 15 15 30
250518 Bellver-de-Cerdanya 35 10 14 24
250518 Bellver-de-Cerdanya 36 19 16 35
250518 Bellver-de-Cerdanya 37 14 19 33
250518 Bellver-de-Cerdanya 38 13 19 32
250518 Bellver-de-Cerdanya 39 22 23 45
250518 Bellver-de-Cerdanya 40 29 22 51
250518 Bellver-de-Cerdanya 41 18 22 40
250518 Bellver-de-Cerdanya 42 20 15 35
250518 Bellver-de-Cerdanya 43 20 12 32
250518 Bellver-de-Cerdanya 44 22 20 42
250518 Bellver-de-Cerdanya 45 17 11 28
250518 Bellver-de-Cerdanya 46 18 12 30
250518 Bellver-de-Cerdanya 47 12 16 28
250518 Bellver-de-Cerdanya 48 18 16 34
250518 Bellver-de-Cerdanya 49 18 13 31
250518 Bellver-de-Cerdanya 50 24 9 33
250518 Bellver-de-Cerdanya 51 24 14 38
250518 Bellver-de-Cerdanya 52 12 15 27
250518 Bellver-de-Cerdanya 53 16 12 28
250518 Bellver-de-Cerdanya 54 16 13 29
250518 Bellver-de-Cerdanya 55 12 12 24
250518 Bellver-de-Cerdanya 56 16 15 31
250518 Bellver-de-Cerdanya 57 18 9 27
250518 Bellver-de-Cerdanya 58 16 12 28
250518 Bellver-de-Cerdanya 59 12 11 23
250518 Bellver-de-Cerdanya 60 9 12 21
250518 Bellver-de-Cerdanya 61 15 12 27
250518 Bellver-de-Cerdanya 62 19 10 29
250518 Bellver-de-Cerdanya 63 11 10 21
250518 Bellver-de-Cerdanya 64 14 14 28
250518 Bellver-de-Cerdanya 65 18 9 27
250518 Bellver-de-Cerdanya 66 11 12 23
250518 Bellver-de-Cerdanya 67 10 10 20
250518 Bellver-de-Cerdanya 68 14 6 20
250518 Bellver-de-Cerdanya 69 9 12 21
250518 Bellver-de-Cerdanya 70 13 9 22
250518 Bellver-de-Cerdanya 71 10 11 21
250518 Bellver-de-Cerdanya 72 7 11 18
250518 Bellver-de-Cerdanya 73 8 5 13
250518 Bellver-de-Cerdanya 74 7 10 17
250518 Bellver-de-Cerdanya 75 13 11 24
250518 Bellver-de-Cerdanya 76 9 15 24
250518 Bellver-de-Cerdanya 77 4 9 13
250518 Bellver-de-Cerdanya 78 2 4 6
250518 Bellver-de-Cerdanya 79 9 5 14
250518 Bellver-de-Cerdanya 80 8 12 20
250518 Bellver-de-Cerdanya 81 3 9 12
250518 Bellver-de-Cerdanya 82 5 9 14
250518 Bellver-de-Cerdanya 83 4 6 10
250518 Bellver-de-Cerdanya 84 10 10 20
250518 Bellver-de-Cerdanya 85 4 6 10
250518 Bellver-de-Cerdanya 86 6 7 13
250518 Bellver-de-Cerdanya 87 5 3 8
250518 Bellver-de-Cerdanya 88 4 1 5
250518 Bellver-de-Cerdanya 89 5 4 9
250518 Bellver-de-Cerdanya 90 0 5 5
250518 Bellver-de-Cerdanya 91 3 5 8
250518 Bellver-de-Cerdanya 92 0 3 3
250518 Bellver-de-Cerdanya 93 2 3 5
250518 Bellver-de-Cerdanya 94 0 0 0
250518 Bellver-de-Cerdanya 95 0 0 0
250518 Bellver-de-Cerdanya 96 0 2 2
250518 Bellver-de-Cerdanya 97 0 0 0
250518 Bellver-de-Cerdanya 98 1 0 1
250518 Bellver-de-Cerdanya 99 0 0 0
250518 Bellver-de-Cerdanya 100 0 0 0
250523 Bellvís 0 11 8 19
250523 Bellvís 1 9 8 17
250523 Bellvís 2 13 14 27
250523 Bellvís 3 8 12 20
250523 Bellvís 4 10 7 17
250523 Bellvís 5 18 13 31
250523 Bellvís 6 9 10 19
250523 Bellvís 7 19 8 27
250523 Bellvís 8 11 8 19
250523 Bellvís 9 12 12 24
250523 Bellvís 10 11 14 25
250523 Bellvís 11 14 7 21
250523 Bellvís 12 10 9 19
250523 Bellvís 13 10 10 20
250523 Bellvís 14 7 11 18
250523 Bellvís 15 16 10 26
250523 Bellvís 16 10 7 17
250523 Bellvís 17 11 7 18
250523 Bellvís 18 9 17 26
250523 Bellvís 19 11 8 19
250523 Bellvís 20 6 11 17
250523 Bellvís 21 8 12 20
250523 Bellvís 22 13 8 21
250523 Bellvís 23 8 10 18
250523 Bellvís 24 6 13 19
250523 Bellvís 25 12 5 17
250523 Bellvís 26 8 7 15
250523 Bellvís 27 16 16 32
250523 Bellvís 28 12 13 25
250523 Bellvís 29 11 15 26
250523 Bellvís 30 12 13 25
250523 Bellvís 31 17 14 31
250523 Bellvís 32 14 10 24
250523 Bellvís 33 12 15 27
250523 Bellvís 34 11 10 21
250523 Bellvís 35 15 13 28
250523 Bellvís 36 23 13 36
250523 Bellvís 37 16 11 27
250523 Bellvís 38 24 18 42
250523 Bellvís 39 17 17 34
250523 Bellvís 40 18 19 37
250523 Bellvís 41 29 14 43
250523 Bellvís 42 25 17 42
250523 Bellvís 43 15 22 37
250523 Bellvís 44 21 24 45
250523 Bellvís 45 24 11 35
250523 Bellvís 46 15 21 36
250523 Bellvís 47 19 12 31
250523 Bellvís 48 27 17 44
250523 Bellvís 49 20 14 34
250523 Bellvís 50 20 14 34
250523 Bellvís 51 20 13 33
250523 Bellvís 52 8 11 19
250523 Bellvís 53 13 17 30
250523 Bellvís 54 17 14 31
250523 Bellvís 55 20 20 40
250523 Bellvís 56 20 5 25
250523 Bellvís 57 19 17 36
250523 Bellvís 58 10 12 22
250523 Bellvís 59 21 11 32
250523 Bellvís 60 10 7 17
250523 Bellvís 61 7 7 14
250523 Bellvís 62 8 11 19
250523 Bellvís 63 17 10 27
250523 Bellvís 64 14 16 30
250523 Bellvís 65 18 7 25
250523 Bellvís 66 10 9 19
250523 Bellvís 67 9 10 19
250523 Bellvís 68 11 16 27
250523 Bellvís 69 13 14 27
250523 Bellvís 70 7 12 19
250523 Bellvís 71 6 7 13
250523 Bellvís 72 8 14 22
250523 Bellvís 73 10 10 20
250523 Bellvís 74 12 9 21
250523 Bellvís 75 11 10 21
250523 Bellvís 76 5 12 17
250523 Bellvís 77 5 10 15
250523 Bellvís 78 5 12 17
250523 Bellvís 79 16 10 26
250523 Bellvís 80 8 13 21
250523 Bellvís 81 11 17 28
250523 Bellvís 82 7 14 21
250523 Bellvís 83 13 17 30
250523 Bellvís 84 5 11 16
250523 Bellvís 85 6 12 18
250523 Bellvís 86 5 11 16
250523 Bellvís 87 1 6 7
250523 Bellvís 88 5 9 14
250523 Bellvís 89 4 11 15
250523 Bellvís 90 6 6 12
250523 Bellvís 91 4 6 10
250523 Bellvís 92 3 8 11
250523 Bellvís 93 5 7 12
250523 Bellvís 94 0 1 1
250523 Bellvís 95 0 3 3
250523 Bellvís 96 1 1 2
250523 Bellvís 97 0 2 2
250523 Bellvís 98 0 2 2
250523 Bellvís 99 0 0 0
250523 Bellvís 100 0 0 0
250539 Benavent-de-Segrià 0 4 6 10
250539 Benavent-de-Segrià 1 0 5 5
250539 Benavent-de-Segrià 2 11 7 18
250539 Benavent-de-Segrià 3 9 6 15
250539 Benavent-de-Segrià 4 9 8 17
250539 Benavent-de-Segrià 5 6 9 15
250539 Benavent-de-Segrià 6 12 8 20
250539 Benavent-de-Segrià 7 3 10 13
250539 Benavent-de-Segrià 8 8 9 17
250539 Benavent-de-Segrià 9 3 7 10
250539 Benavent-de-Segrià 10 10 5 15
250539 Benavent-de-Segrià 11 17 10 27
250539 Benavent-de-Segrià 12 7 14 21
250539 Benavent-de-Segrià 13 12 16 28
250539 Benavent-de-Segrià 14 9 9 18
250539 Benavent-de-Segrià 15 4 7 11
250539 Benavent-de-Segrià 16 7 8 15
250539 Benavent-de-Segrià 17 10 8 18
250539 Benavent-de-Segrià 18 11 12 23
250539 Benavent-de-Segrià 19 6 7 13
250539 Benavent-de-Segrià 20 13 5 18
250539 Benavent-de-Segrià 21 13 4 17
250539 Benavent-de-Segrià 22 3 9 12
250539 Benavent-de-Segrià 23 7 5 12
250539 Benavent-de-Segrià 24 6 6 12
250539 Benavent-de-Segrià 25 3 4 7
250539 Benavent-de-Segrià 26 6 3 9
250539 Benavent-de-Segrià 27 7 5 12
250539 Benavent-de-Segrià 28 9 6 15
250539 Benavent-de-Segrià 29 11 5 16
250539 Benavent-de-Segrià 30 4 10 14
250539 Benavent-de-Segrià 31 4 4 8
250539 Benavent-de-Segrià 32 16 7 23
250539 Benavent-de-Segrià 33 14 6 20
250539 Benavent-de-Segrià 34 9 8 17
250539 Benavent-de-Segrià 35 10 11 21
250539 Benavent-de-Segrià 36 19 4 23
250539 Benavent-de-Segrià 37 12 10 22
250539 Benavent-de-Segrià 38 15 10 25
250539 Benavent-de-Segrià 39 9 10 19
250539 Benavent-de-Segrià 40 17 10 27
250539 Benavent-de-Segrià 41 16 13 29
250539 Benavent-de-Segrià 42 17 15 32
250539 Benavent-de-Segrià 43 12 22 34
250539 Benavent-de-Segrià 44 24 7 31
250539 Benavent-de-Segrià 45 19 18 37
250539 Benavent-de-Segrià 46 20 15 35
250539 Benavent-de-Segrià 47 13 16 29
250539 Benavent-de-Segrià 48 10 14 24
250539 Benavent-de-Segrià 49 18 12 30
250539 Benavent-de-Segrià 50 13 11 24
250539 Benavent-de-Segrià 51 9 4 13
250539 Benavent-de-Segrià 52 12 16 28
250539 Benavent-de-Segrià 53 12 10 22
250539 Benavent-de-Segrià 54 7 10 17
250539 Benavent-de-Segrià 55 14 11 25
250539 Benavent-de-Segrià 56 9 13 22
250539 Benavent-de-Segrià 57 12 12 24
250539 Benavent-de-Segrià 58 8 7 15
250539 Benavent-de-Segrià 59 10 6 16
250539 Benavent-de-Segrià 60 7 3 10
250539 Benavent-de-Segrià 61 7 5 12
250539 Benavent-de-Segrià 62 10 5 15
250539 Benavent-de-Segrià 63 5 11 16
250539 Benavent-de-Segrià 64 7 8 15
250539 Benavent-de-Segrià 65 6 3 9
250539 Benavent-de-Segrià 66 6 7 13
250539 Benavent-de-Segrià 67 3 7 10
250539 Benavent-de-Segrià 68 7 11 18
250539 Benavent-de-Segrià 69 2 6 8
250539 Benavent-de-Segrià 70 4 4 8
250539 Benavent-de-Segrià 71 5 6 11
250539 Benavent-de-Segrià 72 6 6 12
250539 Benavent-de-Segrià 73 6 2 8
250539 Benavent-de-Segrià 74 10 7 17
250539 Benavent-de-Segrià 75 5 3 8
250539 Benavent-de-Segrià 76 4 7 11
250539 Benavent-de-Segrià 77 2 2 4
250539 Benavent-de-Segrià 78 3 2 5
250539 Benavent-de-Segrià 79 3 4 7
250539 Benavent-de-Segrià 80 7 5 12
250539 Benavent-de-Segrià 81 5 5 10
250539 Benavent-de-Segrià 82 6 3 9
250539 Benavent-de-Segrià 83 0 4 4
250539 Benavent-de-Segrià 84 1 2 3
250539 Benavent-de-Segrià 85 0 0 0
250539 Benavent-de-Segrià 86 3 1 4
250539 Benavent-de-Segrià 87 0 2 2
250539 Benavent-de-Segrià 88 0 7 7
250539 Benavent-de-Segrià 89 1 2 3
250539 Benavent-de-Segrià 90 1 1 2
250539 Benavent-de-Segrià 91 0 2 2
250539 Benavent-de-Segrià 92 0 1 1
250539 Benavent-de-Segrià 93 0 0 0
250539 Benavent-de-Segrià 94 0 0 0
250539 Benavent-de-Segrià 95 0 0 0
250539 Benavent-de-Segrià 96 0 0 0
250539 Benavent-de-Segrià 97 1 0 1
250539 Benavent-de-Segrià 98 0 0 0
250539 Benavent-de-Segrià 99 0 0 0
250539 Benavent-de-Segrià 100 0 0 0
430252 Benifallet 0 0 5 5
430252 Benifallet 1 0 3 3
430252 Benifallet 2 1 3 4
430252 Benifallet 3 3 1 4
430252 Benifallet 4 2 0 2
430252 Benifallet 5 3 0 3
430252 Benifallet 6 3 1 4
430252 Benifallet 7 1 2 3
430252 Benifallet 8 1 4 5
430252 Benifallet 9 0 0 0
430252 Benifallet 10 5 4 9
430252 Benifallet 11 0 1 1
430252 Benifallet 12 1 2 3
430252 Benifallet 13 7 2 9
430252 Benifallet 14 3 1 4
430252 Benifallet 15 3 3 6
430252 Benifallet 16 4 1 5
430252 Benifallet 17 4 3 7
430252 Benifallet 18 5 9 14
430252 Benifallet 19 3 5 8
430252 Benifallet 20 3 2 5
430252 Benifallet 21 1 3 4
430252 Benifallet 22 5 5 10
430252 Benifallet 23 4 5 9
430252 Benifallet 24 4 2 6
430252 Benifallet 25 1 3 4
430252 Benifallet 26 4 4 8
430252 Benifallet 27 4 1 5
430252 Benifallet 28 6 6 12
430252 Benifallet 29 2 6 8
430252 Benifallet 30 4 2 6
430252 Benifallet 31 5 2 7
430252 Benifallet 32 4 3 7
430252 Benifallet 33 3 3 6
430252 Benifallet 34 10 7 17
430252 Benifallet 35 4 2 6
430252 Benifallet 36 4 1 5
430252 Benifallet 37 4 6 10
430252 Benifallet 38 4 4 8
430252 Benifallet 39 2 3 5
430252 Benifallet 40 5 0 5
430252 Benifallet 41 5 0 5
430252 Benifallet 42 1 4 5
430252 Benifallet 43 1 6 7
430252 Benifallet 44 4 4 8
430252 Benifallet 45 5 7 12
430252 Benifallet 46 3 5 8
430252 Benifallet 47 3 4 7
430252 Benifallet 48 4 3 7
430252 Benifallet 49 4 3 7
430252 Benifallet 50 7 5 12
430252 Benifallet 51 5 2 7
430252 Benifallet 52 5 7 12
430252 Benifallet 53 5 3 8
430252 Benifallet 54 5 7 12
430252 Benifallet 55 4 6 10
430252 Benifallet 56 4 8 12
430252 Benifallet 57 5 9 14
430252 Benifallet 58 10 7 17
430252 Benifallet 59 7 7 14
430252 Benifallet 60 4 3 7
430252 Benifallet 61 2 8 10
430252 Benifallet 62 3 3 6
430252 Benifallet 63 5 4 9
430252 Benifallet 64 8 5 13
430252 Benifallet 65 8 9 17
430252 Benifallet 66 9 3 12
430252 Benifallet 67 5 2 7
430252 Benifallet 68 4 7 11
430252 Benifallet 69 6 11 17
430252 Benifallet 70 6 3 9
430252 Benifallet 71 7 7 14
430252 Benifallet 72 0 6 6
430252 Benifallet 73 5 3 8
430252 Benifallet 74 3 5 8
430252 Benifallet 75 3 2 5
430252 Benifallet 76 4 9 13
430252 Benifallet 77 2 0 2
430252 Benifallet 78 4 5 9
430252 Benifallet 79 2 5 7
430252 Benifallet 80 3 3 6
430252 Benifallet 81 4 5 9
430252 Benifallet 82 4 7 11
430252 Benifallet 83 2 5 7
430252 Benifallet 84 2 5 7
430252 Benifallet 85 6 10 16
430252 Benifallet 86 3 3 6
430252 Benifallet 87 2 4 6
430252 Benifallet 88 2 1 3
430252 Benifallet 89 2 2 4
430252 Benifallet 90 1 3 4
430252 Benifallet 91 1 4 5
430252 Benifallet 92 1 1 2
430252 Benifallet 93 1 1 2
430252 Benifallet 94 0 0 0
430252 Benifallet 95 1 2 3
430252 Benifallet 96 0 3 3
430252 Benifallet 97 0 0 0
430252 Benifallet 98 0 0 0
430252 Benifallet 99 0 0 0
430252 Benifallet 100 1 0 1
430265 Benissanet 0 6 4 10
430265 Benissanet 1 5 4 9
430265 Benissanet 2 7 3 10
430265 Benissanet 3 7 5 12
430265 Benissanet 4 5 5 10
430265 Benissanet 5 4 3 7
430265 Benissanet 6 3 2 5
430265 Benissanet 7 4 6 10
430265 Benissanet 8 2 7 9
430265 Benissanet 9 2 2 4
430265 Benissanet 10 5 9 14
430265 Benissanet 11 7 4 11
430265 Benissanet 12 4 6 10
430265 Benissanet 13 2 5 7
430265 Benissanet 14 10 4 14
430265 Benissanet 15 2 3 5
430265 Benissanet 16 5 4 9
430265 Benissanet 17 6 8 14
430265 Benissanet 18 4 4 8
430265 Benissanet 19 3 6 9
430265 Benissanet 20 8 4 12
430265 Benissanet 21 5 2 7
430265 Benissanet 22 6 4 10
430265 Benissanet 23 6 5 11
430265 Benissanet 24 4 2 6
430265 Benissanet 25 7 1 8
430265 Benissanet 26 8 4 12
430265 Benissanet 27 10 5 15
430265 Benissanet 28 4 5 9
430265 Benissanet 29 10 11 21
430265 Benissanet 30 7 3 10
430265 Benissanet 31 13 7 20
430265 Benissanet 32 5 4 9
430265 Benissanet 33 11 5 16
430265 Benissanet 34 15 7 22
430265 Benissanet 35 14 7 21
430265 Benissanet 36 9 4 13
430265 Benissanet 37 14 14 28
430265 Benissanet 38 15 3 18
430265 Benissanet 39 15 12 27
430265 Benissanet 40 6 9 15
430265 Benissanet 41 13 8 21
430265 Benissanet 42 9 6 15
430265 Benissanet 43 14 12 26
430265 Benissanet 44 18 6 24
430265 Benissanet 45 10 6 16
430265 Benissanet 46 8 7 15
430265 Benissanet 47 11 6 17
430265 Benissanet 48 11 8 19
430265 Benissanet 49 9 3 12
430265 Benissanet 50 5 10 15
430265 Benissanet 51 12 12 24
430265 Benissanet 52 5 13 18
430265 Benissanet 53 8 7 15
430265 Benissanet 54 8 11 19
430265 Benissanet 55 3 7 10
430265 Benissanet 56 9 3 12
430265 Benissanet 57 10 6 16
430265 Benissanet 58 8 5 13
430265 Benissanet 59 13 5 18
430265 Benissanet 60 11 6 17
430265 Benissanet 61 1 7 8
430265 Benissanet 62 3 9 12
430265 Benissanet 63 9 7 16
430265 Benissanet 64 9 10 19
430265 Benissanet 65 8 2 10
430265 Benissanet 66 5 5 10
430265 Benissanet 67 6 6 12
430265 Benissanet 68 5 5 10
430265 Benissanet 69 5 11 16
430265 Benissanet 70 8 3 11
430265 Benissanet 71 7 8 15
430265 Benissanet 72 7 4 11
430265 Benissanet 73 5 9 14
430265 Benissanet 74 4 11 15
430265 Benissanet 75 3 8 11
430265 Benissanet 76 6 3 9
430265 Benissanet 77 4 2 6
430265 Benissanet 78 4 6 10
430265 Benissanet 79 4 3 7
430265 Benissanet 80 10 5 15
430265 Benissanet 81 5 4 9
430265 Benissanet 82 4 5 9
430265 Benissanet 83 5 7 12
430265 Benissanet 84 3 2 5
430265 Benissanet 85 2 5 7
430265 Benissanet 86 1 5 6
430265 Benissanet 87 4 6 10
430265 Benissanet 88 3 5 8
430265 Benissanet 89 2 4 6
430265 Benissanet 90 0 4 4
430265 Benissanet 91 7 3 10
430265 Benissanet 92 0 2 2
430265 Benissanet 93 1 3 4
430265 Benissanet 94 1 0 1
430265 Benissanet 95 0 1 1
430265 Benissanet 96 0 0 0
430265 Benissanet 97 0 1 1
430265 Benissanet 98 0 0 0
430265 Benissanet 99 0 0 0
430265 Benissanet 100 0 1 1
80229 Berga 0 76 56 132
80229 Berga 1 84 53 137
80229 Berga 2 73 63 136
80229 Berga 3 53 82 135
80229 Berga 4 78 67 145
80229 Berga 5 95 80 175
80229 Berga 6 94 68 162
80229 Berga 7 96 96 192
80229 Berga 8 81 86 167
80229 Berga 9 89 73 162
80229 Berga 10 89 70 159
80229 Berga 11 89 60 149
80229 Berga 12 83 70 153
80229 Berga 13 86 66 152
80229 Berga 14 86 74 160
80229 Berga 15 61 73 134
80229 Berga 16 73 76 149
80229 Berga 17 81 79 160
80229 Berga 18 66 84 150
80229 Berga 19 69 63 132
80229 Berga 20 71 70 141
80229 Berga 21 77 64 141
80229 Berga 22 89 64 153
80229 Berga 23 77 78 155
